"Census Tract","Census Block Group","County","County ID","Region","Economic Domain Score (by region)","Environmental Domain Score (by region)","Education Domain Score (by region)","Composite Index Score","Final Category"
"06079012505","060790125052","San Luis Obispo","06079","Rural Areas","0.67","0.681","0.766","0.326","High Resource"
"06079012505","060790125053","San Luis Obispo","06079","Rural Areas","0.638","0.681","0.766","0.317","High Resource"
"06079012600","060790126001","San Luis Obispo","06079","Rural Areas","0.532","0.468","0.766","0.237","High Resource"
"06079012600","060790126002","San Luis Obispo","06079","Rural Areas","0.883","0.468","0.606","0.366","Highest Resource"
"06079012600","060790126003","San Luis Obispo","06079","Rural Areas","0.596","0.468","0.457","0.134","Moderate Resource"
"06079012600","060790126004","San Luis Obispo","06079","Rural Areas","0.383","0.468","0.457","0.073","Moderate Resource"
"06079012600","060790126005","San Luis Obispo","06079","Rural Areas","0.479","0.468","0.457","0.103","Moderate Resource"
"06079012702","060790127021","San Luis Obispo","06079","Rural Areas","0.064","0.16","0.181","-0.768","Low Resource"
"06079012702","060790127022","San Luis Obispo","06079","Rural Areas","0.191","0.16","1","0.267","High Resource"
"06079012702","060790127023","San Luis Obispo","06079","Rural Areas","0.138","0.16","0.532","-0.149","Moderate Resource"
"06079012702","060790127024","San Luis Obispo","06079","Rural Areas","0.84","0.16","0.532","0.167","Moderate Resource"
"06079012702","060790127025","San Luis Obispo","06079","Rural Areas","0.894","0.16","0.596","0.246","High Resource"
"06079012704","060790127041","San Luis Obispo","06079","Rural Areas","0.34","0.862","0.957","0.404","Highest Resource"
"06079012704","060790127042","San Luis Obispo","06079","Rural Areas","0.904","0.862","0.766","0.563","Highest Resource"
"06079012704","060790127043","San Luis Obispo","06079","Rural Areas","0.713","0.862","0.904","0.494","Highest Resource"
"06079012704","060790127044","San Luis Obispo","06079","Rural Areas","0.777","0.862","0.936","0.59","Highest Resource"
"06079012800","060790128001","San Luis Obispo","06079","Rural Areas","#N/A","#N/A","#N/A","#N/A","#N/A"
"06079012900","060790129001","San Luis Obispo","06079","Rural Areas","0.755","0.404","0.447","0.216","High Resource"
"06079012900","060790129002","San Luis Obispo","06079","Rural Areas","0.511","0.404","0.936","0.353","Highest Resource"
"06079013000","060790130001","San Luis Obispo","06079","Rural Areas","0.543","0.713","0.34","0.015","Moderate Resource"
"06079013000","060790130002","San Luis Obispo","06079","Rural Areas","0.819","0.713","0.819","0.469","Highest Resource"
"06081613501","060816135011","San Mateo","06081","Rural Areas","0.062","0","0.188","-0.578","Low Resource"
"06081613501","060816135012","San Mateo","06081","Rural Areas","0.688","0","1","0.383","Highest Resource"
"06081613502","060816135021","San Mateo","06081","Rural Areas","0.438","0.812","0.562","0.13","High Resource"
"06081613502","060816135022","San Mateo","06081","Rural Areas","0.938","0.812","0","0.05","Moderate Resource"
"06081613502","060816135023","San Mateo","06081","Rural Areas","0.188","0.812","0","-0.246","Low Resource"
"06081613502","060816135024","San Mateo","06081","Rural Areas","0.625","0.812","0","-0.083","Low Resource"
"06081613600","060816136001","San Mateo","06081","Rural Areas","0.562","0.312","0.688","0.146","Highest Resource"
"06081613600","060816136002","San Mateo","06081","Rural Areas","0.75","0.312","0.375","0.055","Moderate Resource"
"06081613600","060816136003","San Mateo","06081","Rural Areas","0.5","0.312","0.562","0.076","High Resource"
"06081613600","060816136004","San Mateo","06081","Rural Areas","#N/A","#N/A","#N/A","#N/A","#N/A"
"06081613700","060816137001","San Mateo","06081","Rural Areas","0.125","0.5","0.438","-0.168","Low Resource"
"06081613700","060816137002","San Mateo","06081","Rural Areas","1","0.5","0.938","0.771","Highest Resource"
"06081613700","060816137003","San Mateo","06081","Rural Areas","0","0.5","0.5","-0.44","Low Resource"
"06081613700","060816137004","San Mateo","06081","Rural Areas","0.812","0.5","0.312","0.114","High Resource"
"06081613700","060816137005","San Mateo","06081","Rural Areas","0.875","0.5","0.25","0.121","High Resource"
"06081613800","060816138001","San Mateo","06081","Rural Areas","#N/A","#N/A","#N/A","#N/A","#N/A"
"06081613800","060816138002","San Mateo","06081","Rural Areas","0.375","0.125","0.812","-0.002","Moderate Resource"
"06081613800","060816138003","San Mateo","06081","Rural Areas","0.312","0.125","0.875","0.272","Highest Resource"
"06081613800","060816138004","San Mateo","06081","Rural Areas","0.25","0.125","0.75","-0.049","Moderate Resource"
"06083001601","060830016011","Santa Barbara","06083","Rural Areas","0.343","0.343","0.114","-0.294","Low Resource"
"06083001601","060830016012","Santa Barbara","06083","Rural Areas","0.514","0.343","0.114","-0.238","Moderate Resource"
"06083001601","060830016013","Santa Barbara","06083","Rural Areas","0.829","0.343","0.114","-0.159","Moderate Resource"
"06083001604","060830016041","Santa Barbara","06083","Rural Areas","0.771","0.143","0.114","-0.306","Low Resource"
"06083001604","060830016042","Santa Barbara","06083","Rural Areas","0.971","0.143","0.114","0.026","Moderate Resource"
"06083001604","060830016043","Santa Barbara","06083","Rural Areas","0.686","0.143","0.114","-0.33","Low Resource"
"06083001604","060830016044","Santa Barbara","06083","Rural Areas","0.857","0.143","0.114","-0.267","Moderate Resource"
"06083001704","060830017041","Santa Barbara","06083","Rural Areas","0.4","0.257","0.114","-0.36","Low Resource"
"06083001704","060830017042","Santa Barbara","06083","Rural Areas","0.2","0.257","0.114","-0.494","Low Resource"
"06083001706","060830017061","Santa Barbara","06083","Rural Areas","0.943","0.543","0.114","0.26","High Resource"
"06083001706","060830017062","Santa Barbara","06083","Rural Areas","0.8","0.543","0.114","-0.024","Moderate Resource"
"06083001706","060830017063","Santa Barbara","06083","Rural Areas","#N/A","#N/A","#N/A","#N/A","#N/A"
"06083001706","060830017064","Santa Barbara","06083","Rural Areas","1","0.543","0.8","1.004","Highest Resource"
"06083001706","060830017065","Santa Barbara","06083","Rural Areas","0.886","0.543","0.657","0.449","Highest Resource"
"06083001800","060830018001","Santa Barbara","06083","Rural Areas","0","0.314","0.571","-0.521","Low Resource"
"06083001901","060830019011","Santa Barbara","06083","Rural Areas","0.229","0.429","0.629","0.087","Moderate Resource"
"06083001901","060830019012","Santa Barbara","06083","Rural Areas","#N/A","#N/A","#N/A","#N/A","#N/A"
"06083001901","060830019013","Santa Barbara","06083","Rural Areas","0.314","0.429","0.429","0.048","Moderate Resource"
"06083001901","060830019014","Santa Barbara","06083","Rural Areas","0.371","0.429","0.429","0.058","Moderate Resource"
"06083001901","060830019015","Santa Barbara","06083","Rural Areas","0.657","0.429","0.429","0.143","High Resource"
"06083001903","060830019031","Santa Barbara","06083","Rural Areas","0.429","0.8","0.6","0.264","High Resource"
"06083001903","060830019032","Santa Barbara","06083","Rural Areas","0.571","0.8","0.829","0.436","High Resource"
"06083001903","060830019033","Santa Barbara","06083","Rural Areas","0.629","0.8","0.743","0.432","High Resource"
"06083001903","060830019034","Santa Barbara","06083","Rural Areas","0.171","0.8","0.429","-0.018","Moderate Resource"
"06083001903","060830019035","Santa Barbara","06083","Rural Areas","0.486","0.8","0.771","0.371","High Resource"
"06083001905","060830019051","Santa Barbara","06083","Rural Areas","0.714","0.943","0.886","0.712","Highest Resource"
"06083001905","060830019052","Santa Barbara","06083","Rural Areas","0.543","0.943","0.714","0.497","Highest Resource"
"06083001905","060830019053","Santa Barbara","06083","Rural Areas","0.6","0.943","0.914","0.69","Highest Resource"
"06083001906","060830019061","Santa Barbara","06083","Rural Areas","0.143","0.657","0.914","0.371","High Resource"
"06083001906","060830019062","Santa Barbara","06083","Rural Areas","0.457","0.657","0.914","0.518","Highest Resource"
"06083001906","060830019063","Santa Barbara","06083","Rural Areas","0.286","0.657","1","0.517","Highest Resource"
"06083001906","060830019064","Santa Barbara","06083","Rural Areas","0.914","0.657","0.686","0.515","Highest Resource"
"06083001906","060830019065","Santa Barbara","06083","Rural Areas","0.057","0.657","0.857","0.149","High Resource"
"06083002502","060830025021","Santa Barbara","06083","Rural Areas","0.086","0.029","0.029","-0.958","Low Resource"
"06083002502","060830025022","Santa Barbara","06083","Rural Areas","0.114","0.029","0.029","-0.955","Low Resource"
"06083002502","060830025023","Santa Barbara","06083","Rural Areas","0.029","0.029","0","-1.173","Low Resource"
"06083002502","060830025024","Santa Barbara","06083","Rural Areas","0.257","0.029","0.029","-0.797","Low Resource"
"06083002606","060830026061","Santa Barbara","06083","Rural Areas","0.743","0","0.543","-0.067","Moderate Resource"
"06083980100","060839801001","Santa Barbara","06083","Rural Areas","#N/A","#N/A","#N/A","#N/A","#N/A"
"06085511800","060855118001","Santa Clara","06085","Rural Areas","1","0.636","0.909","0.814","Highest Resource"
"06085511800","060855118002","Santa Clara","06085","Rural Areas","0.909","0.636","0.818","0.749","Highest Resource"
"06085511800","060855118003","Santa Clara","06085","Rural Areas","0.818","0.636","1","0.78","Highest Resource"
"06085512100","060855121001","Santa Clara","06085","Rural Areas","0.273","0.455","0.545","-0.226","Moderate Resource"
"06085512200","060855122001","Santa Clara","06085","Rural Areas","0.545","0.909","0.636","0.28","High Resource"
"06085512200","060855122002","Santa Clara","06085","Rural Areas","0.727","0.909","0.091","0.136","High Resource"
"06085512401","060855124011","Santa Clara","06085","Rural Areas","0.182","0.273","0.455","-0.357","Low Resource"
"06085512401","060855124012","Santa Clara","06085","Rural Areas","0","0.273","0.364","-0.636","Low Resource"
"06085512402","060855124021","Santa Clara","06085","Rural Areas","0.455","0","0","-0.558","Low Resource"
"06085512402","060855124022","Santa Clara","06085","Rural Areas","0.091","0","0.182","-0.567","Low Resource"
"06085512402","060855124023","Santa Clara","06085","Rural Areas","0.636","0","0.273","-0.316","Moderate Resource"
"06085513500","060855135001","Santa Clara","06085","Rural Areas","0.364","0.545","0.727","-0.171","Moderate Resource"
"06087120200","060871202001","Santa Cruz","06087","Rural Areas","0.02","0.941","0.549","-0.155","Low Resource"
"06087120200","060871202002","Santa Cruz","06087","Rural Areas","0.255","0.941","0.451","0.077","High Resource"
"06087120301","060871203011","Santa Cruz","06087","Rural Areas","0.51","0.529","0.451","0.071","Moderate Resource"
"06087120301","060871203012","Santa Cruz","06087","Rural Areas","0.451","0.529","0.451","0.065","Moderate Resource"
"06087120301","060871203013","Santa Cruz","06087","Rural Areas","0.098","0.529","0.588","-0.138","Low Resource"
"06087120302","060871203021","Santa Cruz","06087","Rural Areas","0.333","0.804","0.451","0.061","Moderate Resource"
"06087120302","060871203022","Santa Cruz","06087","Rural Areas","0.059","0.804","0.373","-0.19","Low Resource"
"06087120302","060871203023","Santa Cruz","06087","Rural Areas","0","0.804","0.451","-0.244","Low Resource"
"06087120400","060871204001","Santa Cruz","06087","Rural Areas","0.216","0.863","0.216","-0.069","Moderate Resource"
"06087120400","060871204002","Santa Cruz","06087","Rural Areas","0.137","0.863","0.216","-0.139","Low Resource"
"06087120400","060871204003","Santa Cruz","06087","Rural Areas","0.176","0.863","0.314","-0.08","Low Resource"
"06087120400","060871204004","Santa Cruz","06087","Rural Areas","0.49","0.863","0.216","0.068","Moderate Resource"
"06087120500","060871205001","Santa Cruz","06087","Rural Areas","1","0.412","0.627","0.72","Highest Resource"
"06087120500","060871205002","Santa Cruz","06087","Rural Areas","0.98","0.412","0.765","0.623","Highest Resource"
"06087120500","060871205003","Santa Cruz","06087","Rural Areas","0.392","0.412","0.412","0.031","Moderate Resource"
"06087120500","060871205004","Santa Cruz","06087","Rural Areas","0.529","0.412","0.412","0.056","Moderate Resource"
"06087120500","060871205005","Santa Cruz","06087","Rural Areas","0.549","0.412","0.333","0.016","Moderate Resource"
"06087120600","060871206001","Santa Cruz","06087","Rural Areas","0.667","0.137","0.804","0.278","Highest Resource"
"06087120600","060871206002","Santa Cruz","06087","Rural Areas","0.196","0.137","0.804","0.017","Moderate Resource"
"06087120600","060871206003","Santa Cruz","06087","Rural Areas","0.157","0.137","0.725","-0.05","Moderate Resource"
"06087120600","060871206004","Santa Cruz","06087","Rural Areas","0.314","0.137","0.569","-0.073","Moderate Resource"
"06087120600","060871206005","Santa Cruz","06087","Rural Areas","0.588","0.137","0.647","0.108","High Resource"
"06087120700","060871207001","Santa Cruz","06087","Rural Areas","0.412","0.294","0.647","0.11","High Resource"
"06087120700","060871207002","Santa Cruz","06087","Rural Areas","0.471","0.294","0.647","0.118","High Resource"
"06087120700","060871207003","Santa Cruz","06087","Rural Areas","0.235","0.294","0.353","-0.136","Low Resource"
"06087120800","060871208001","Santa Cruz","06087","Rural Areas","0.353","0.235","1","0.236","High Resource"
"06087120800","060871208002","Santa Cruz","06087","Rural Areas","0.745","0.235","0.784","0.319","Highest Resource"
"06087120800","060871208003","Santa Cruz","06087","Rural Areas","0.784","0.235","0.275","0.078","High Resource"
"06087120900","060871209001","Santa Cruz","06087","Rural Areas","0.804","0.059","0.392","0.017","Moderate Resource"
"06087120900","060871209002","Santa Cruz","06087","Rural Areas","0.627","0.059","0.706","0.003","Moderate Resource"
"06087120900","060871209003","Santa Cruz","06087","Rural Areas","0.373","0.059","0.922","0.067","Moderate Resource"
"06087120900","060871209004","Santa Cruz","06087","Rural Areas","0.706","0.059","0.961","0.242","High Resource"
"06087121000","060871210001","Santa Cruz","06087","Rural Areas","0.941","0.353","0.863","0.582","Highest Resource"
"06087121000","060871210002","Santa Cruz","06087","Rural Areas","0.961","0.353","0.902","0.634","Highest Resource"
"06087121000","060871210003","Santa Cruz","06087","Rural Areas","0.902","0.353","0.941","0.508","Highest Resource"
"06087121200","060871212001","Santa Cruz","06087","Rural Areas","0.843","0.588","0.843","0.456","Highest Resource"
