Application Number,Type of Tax Credit Funding,Construction Type,Developer,Housing Type,Project Address,Project Name,Project City,Project Zip Code,Project Phone Number,Project County,California Assembly District,California Senate District,Federal Congressional District,Census Tract,Assessor's Parcel Number (APN),Application Stage,Placed in Service (PIS) Date ,Last Building PIS Date,Total Units,Low Income Units,Number of SRO/Studio Units,Number of 1 Bedroom Units,Number of 2 Bedroom Units,Number of 3 Bedroom Units,Number of 4 Bedroom Units,Number of 5 Bedroom Units,Number of 6 Bedroom Units,Units at or below 20% AMI,Units at or below 30% AMI,Units at 35% AMI,Units at 40% AMI,Units at 45% AMI,Units at 50% AMI,Units at 55% AMI,Units at 60% AMI,Units at 70% AMI,Units at 80% AMI,Owner or Applicant Name,Owner/Applicant Contact,Owner/Applicant Address,Owner/Applicant City,Owner/Applicant State,Owner/Applicant Zip,Owner/Applicant Phone,Owner/Applicant Fax,General Partner (1),General Partner (2),General Partner (3),General Partner (4),General Partner (5),Management Company,Management Company Contact,Management Company Address,Management Company City,Management Company State,Management Company Zip,Management Company Phone,Management Company Fax,Annual Federal Award,Total State Award,,,
CA-2017-771,4 %,Acquisition/Rehabilitation,Mercy Housing California,Non-Targeted,"1250 Sunnydale Avenue, San Francisco, CA 94134",Britton Courts,San Francisco,94134,,San Francisco,17,11,12,264.01,6300/043,Preliminary Reservation,,,92,91,0,0,62,21,8,0,0,,0,0,0,0,46,0,45,,,"Mercy Housing California 74, L.P.",Jesse Ozanian,1360 Mission Street #300,San Francisco,CA,94103,9164144425,,Mercy Housing Calwest,,,,,Mercy Housing Management Group,Jacquie Hoffman,1999 Broadway #1000,Denver,CO,80202,4153557124,4153557130,"$1,875,277",,,,
CA-2017-773,4 %,New Construction,The Skid Row Housing Trust,Special Needs,"649 S. Wall Street, Los Angeles, CA 90014",649 Lofts,Los Angeles,90014,,Los Angeles,53,30,34,2063.00,5148-023-018,Preliminary Reservation,,,55,54,54,0,0,0,0,0,0,,0,0,0,0,54,0,0,,,649 Lofts LP,Ben Rosen,1317 E. 7th Street,Los Angeles,CA,90021,2136830522,2136830781,649 Lofts GP LLC,,,,,SRHT Property Management Co,Ken Fewell,1317 East 7th Street,Los Angeles,CA,90021,2136830522,2136830781,"$959,570",,,,
CA-2017-774,4 %,Acquisition/Rehabilitation,Affirmed Housng Group,Large Family,"4372 Home Avenue, San Diego, CA 92105",Hollywood Palms II,San Diego,92105,,San Diego,80,40,51,25.02,"541-650-45 (46, 47, 48) -00",Preliminary Reservation,,,94,93,0,0,43,28,22,0,0,,0,0,0,0,10,0,83,,,"San Diego/Fox Hollow II, L.P.",Sydney Connell,"13520 Evening Creek Drive N., Ste 160",San Diego,CA,92128,8586792464,8586799076,"AHG Hollywood Palms II, LLC",City Heights Community Development Corporation,Investor Limited Partner (TBD),,,City Heights Community Development Corporation,Laura Ann Fernea,"4001 El Cajon Blvd., Ste 205",San Diego,CA,92105,6199611056,,"$880,327",,,,
CA-2017-775,4 %,New Construction,"Goodwill SF Urban Development, LLC",Non-Targeted,"1500 Mission Street, San Francisco, CA 94103",1500 Mission Street - 80/20 Apartments,San Francisco,94103,,San Francisco,17,11,12,177.00,3506-011,Preliminary Reservation,,,110,110,40,29,38,2,0,0,0,,0,0,18,0,91,0,0,,,"Goodwill SF Urban Development, LLC",Joe Walsh,"18201 Von Karman Ave, Ste. 900",Irvine,CA,92612,4156333177,,TBD,,,,,Related Management Company,David Greenberg,423 West 55th St,New York,NY,10019,4129999716,,"$2,462,290",,,,
CA-2017-776,4 %,New Construction,Civic Partners,Large Family,"Mission Trail, City of Lake Elsinore, CA 92530",Cottages at Mission Trail,Lake Elsinore,92530,,Riverside,67,28,42,430.01,"365-030-004 thru 365-030-007,365-030-016 thru 365-",Preliminary Reservation,,,143,142,0,0,38,104,0,0,0,,0,0,0,0,20,0,122,,,"Cottages Management, LLC",Tina Alexander,7777 Center Ave. Ste 230,Huntington Beach,CA,92647,7142308000,7142308010,"Cottages Management, LLC",AOF Mission Trails LLC,,,,U.S. Residential Group,"Ed Quigly, CPM",255 E. Rincon St. Ste 227,Corona,CA,92879,9494200110,,"$1,305,143",,,,
CA-2017-777,4 %,Acquisition/Rehabilitation,EAH Inc.,Non-Targeted,"101 Piper Court, Fairfax, CA 94930",Piper Court Apartments,Fairfax,94930,,Marin,10,2,2,1142.00,001-150-41,Preliminary Reservation,,,27,26,0,0,17,9,0,0,0,,0,0,0,0,18,0,8,,,"Piper Court Fairfax, L.P.",Welton Jordan,"2169 E. Francisco Boulevard, Suite B",San Rafael,CA,94901,4152958876,4152958876,"Piper Court EAH, LLC",,,,,EAH Inc.,Dianna Mastroianni,"2169 E. Francisco Blvd., Suite B",San Rafael,CA,94901,4152958891,4152958891,"$590,875",,,,
CA-2017-778,4 %,New Construction,The Michaels Development Company,Large Family,"2060 E. Century Blvd., Los Angeles, CA 90002",Jordan Downs Phase 1B,Los Angeles,90002,,Los Angeles,59,33,44,,6046-019-905 (Partial),Preliminary Reservation,,,135,133,0,15,64,42,6,5,0,,36,0,33,0,63,0,0,,,"Jordan Downs Phase 1B, L.P.","Milton R. Pratt, Jr.","3 East Stow Rd., Suite 100",Marlton,NJ,08053,8567978964,8567978956,Jordan Downs Phase 1B- Michaels LLC,"Foresight Affordable Housing-Jordan Downs, LLC",,,,Interstate Realty Management Co.,Mary Keshishian,2020 W. Kettleman Lane,Lodi,CA,95242,2093346565,,"$2,151,398",,,,
CA-2017-780,4 %,Acquisition/Rehabilitation,BlueGreen Preservation and Development,Special Needs,"510 Centinela Ave, Inglewood, CA 90302",Good Shepherd Homes,Inglewood,90302,,Los Angeles,62,30,43,6009.02,4015-006-083 and 4015-006-082,Preliminary Reservation,,,70,69,10,60,0,0,0,0,0,,0,0,0,0,28,0,41,,,"Good Shepherd Homes Preservation, L.P.","Kenneth D.Higginbotham, Jr",510 Centinela Ave,Inglewood,CA,90302,8185997422,,Good Shepherd Housing Development Corporation,,,,,Caring housing Ministries,Soraya Diaz,"3204 Rosemead Boulevard, Ste 100",El Monte,CA,91731,6263002440,,"$602,036",,,,
CA-2017-781,4 %,Acquisition/Rehabilitation,Reliant Group,Non-Targeted,"850 E. Leland Road, Pittsburg, CA 94565",Woods Grove Apartments,Pittsburg,94565,,Contra Costa,11,7,11,0.00,088-230-001-5 0,Preliminary Reservation,,,80,80,0,8,32,28,12,0,0,,0,0,0,0,11,0,69,,,"Reliant - Woods Grove, LP",Caskie Collet,"601 California Street, #1150",San Francisco,CA,94108,4155019602,,"Gung Ho - Woods Grove, LLC",Rainbow Housing Assistance Corporation,,,,Reliant Property Management,Chris Flynn,"601 California Street, #1150",San Francisco,CA,94108,4155019608,,"$535,285",,,,
CA-2017-782,4 %,New Construction,Mercy Housing California,Non-Targeted,"1670 Mission Road, Colma, CA 94014",Colma Veterans Village,Colma,94014,,San Mateo,19,11,14,6016.01,011-370-220,Preliminary Reservation,,,66,65,0,65,1,0,0,0,0,,31,0,0,0,34,0,0,,,"Mercy Housing California 66, L.P., a California Li",Michael Kaplan,1360 Mission Street #300,San Francisco,CA,94103,4153557116,,Mercy Housing Calwest,,,,,Mercy Housing Management Group,Michael Liebe,1360 Mission Street #300,San Francisco,CA,94103,4153557132,,"$1,553,524",,,,
CA-2017-783,4 %,Acquisition/Rehabilitation,"Affordable Housing Access, SDG Housing Partners",Large Family,"17351 Main Street, La Puente, CA 91744",La Villa Puente Apartments,La Puente,91744,,Los Angeles,57,22,32,4077.01,"8262-012-029, 8262-012-030",Preliminary Reservation,,,121,120,0,16,60,37,8,0,0,,0,0,0,0,46,0,74,,,"La Villa Puente Housing, L.P.",June Park,"1600 Rosecrans Avenue, Media Center 4th Floor",Manhattan Beach,CA,90266,3103217862,,"La Villa Puente Housing, LLC","AHA Los Angeles MGP, LLC",,,,US Residential,Ed Quigley,"15771 Rockfield Blvd., Suite 200",Irvine,CA,92618,9495979700,,"$1,695,829",,,,
CA-2017-784,4 %,New Construction,Affirmed Housing Group,Large Family,"6121 Fairmount Avenue, San Diego, CA 92120",Fairmount Family Housing,San Diego,92120,,San Diego,79,39,53,96.03,"461-220-15, -16, -17, -18",Preliminary Reservation,,,80,79,0,32,24,24,0,0,0,,2,0,4,0,6,0,67,,,"Fairmount Family Housing, L.P.",John Wurster,13520 Evening Creek Drive N Suite 160,San Diego,CA,92128,8583865170,,"Affirmed Housing Group, Inc.","NEXUS For Affordable Housing, Inc.",,,,"Solari Enterprises, Inc.",Gianna Solari,1507 W Yale,Orange,CA,92867,7142822520,,"$1,046,535",,,,
CA-2017-785,4 %,Acquisition/Rehabilitation,Beacon Communities,Seniors,"3993 10th Street, Riverside, CA 92501",Mt. Rubidoux Manor,Riverside,92501,,Riverside,61,31,41,6065030300.00,215021006,Preliminary Reservation,,,188,186,135,52,1,0,0,0,0,,0,0,0,0,19,0,167,,,"Mt. Rubidoux Manor, L.P.","Ancel Romero, President, Beacon Communities, Inc.","6120 Stoneridge Mall Rd., 3rd Floor",Pleasanton,CA,94588,9259247197,,Mt. Rubidoux Manor LLC,,,,,Beacon Communities Inc.,,"6120 Stoneridge Mall Rd., 3rd Floor",Pleasanton,CA,94588,,,"$1,178,590",,,,
CA-2017-787,4 %,New Construction,MidPen Housing,Seniors,"243 Kottinger Drive, Pleasanton, CA 94566",Kottinger Gardens Phase 2,Pleasanton,94566,,Alameda,16,7,15,4507.41,094-0019-017,Preliminary Reservation,,,54,53,0,50,4,0,0,0,0,,0,6,0,0,37,0,10,,,MidPen Housing Corporation,Jan M. Lindenthal,"303 Vintage Park Drive, Suite 250",Foster City,CA,94404,6503562919,,Kottinger Gardens Phase 2 LLC (affiliate of MidPen Housing Corp. via Sole Member/Manager MP Preservation Inc.),,,,,MidPen Property Management Corporation,Debra Sobeck,"303 Vintage Park Drive, Suite 250",Foster City,CA,94404,6503562992,,"$1,202,309",,,,
CA-2017-788,4 %,Acquisition/Rehabilitation,National Community Renaissance,Large Family,"428 W. Mission, San Marcos, CA 92069",Paseo del Oro Apartments,San Marcos,92069,,San Diego,75,38,50,60730200.21,220-112-27 and 220-112-25,Preliminary Reservation,,,120,102,0,24,59,37,0,0,0,,3,0,0,47,52,0,0,,,"Paseo del Oro Apartments, L.P.",Kevin Chin,9421 Haven Avenue,Rancho Cucamonga,CA,91730,9092043450,,"Paseo del Oro GP, LLC",,,,,National Community Renaissance,Kevin Chin,9421 Haven Avenue,Rancho Cucamonga,CA,91730,9092043450,,"$667,024",,,,
CA-2017-789,4 %,Acquisition/Rehabilitation,National Community Renaissance,Large Family,"1400 Q Avenue, National City, CA 91950",Vista Del Sol Apartments,National City,91950,,San Diego,79,40,51,220.00,"557-440-44,53,7,40,49,50,46,34,45,52,33,32,31,54,2",Preliminary Reservation,,,132,130,0,78,46,8,0,0,0,,0,0,0,0,27,0,103,,,"Vista Del Sol Apartments, L.P.",Kevin Chin,9421 Haven Avenue,Rancho Cucamonga,CA,91730,9092043450,,"Vistal Del Sol GP, LLC",,,,,National Community Renaissance,Kevin Chin,9421 Haven Avenue,Rancho Cucamonga,CA,91730,9092043450,,"$911,739",,,,
CA-2017-790,4 %,Acquisition/Rehabilitation,National Community Renaissance,Large Family,"435 Autumn Drive, San Marcos, CA 92069",Sierra Vista Apartments,San Marcos,92069,,San Diego,75,38,50,200.28,220-130-58-00,Preliminary Reservation,,,192,190,0,0,95,97,0,0,0,,0,0,0,0,38,0,152,,,"SVSM Apartments, L.P.",Kevin Chin,9421 Haven Avenue,Rancho Cucamonga,CA,91730,9092043450,,SVM GP LLC,,,,,National Community Renaissance,Kevin Chin,9421 Haven Avenue,Rancho Cucamonga,CA,91730,9092043450,,"$1,643,385",,,,
CA-2017-791,4 %,Acquisition/Rehabilitation,"C&C Development Group, DAL Development Group, Alpha Project",Non-Targeted,"1455 Second Ave, San Diego, CA 92101",Luther Tower,San Diego,92101,,San Diego,78,39,52,53.00,533-441-13-00,Preliminary Reservation,,,200,198,108,91,1,0,0,0,0,,0,0,0,0,20,0,178,,,"Tower Housing Partners, LP",David Beacham,"1927 Adams Ave, Suite 200",San Diego,CA,92116,7605792093,,"Tower Housing Management, LLC",Metro Hotel Community Association,,,,"Royal Property Management Company, Inc",Wende King,"17150 Via Del Campo, Suite 307",San Diego,CA,92127,8583128170,,"$876,256",,,,
CA-2017-792,4 %,New Construction,"C&C Development Group, Orange Housing Development Corp",Large Family,"Mission Trail and Hidden Trail, Lake Elsinore, CA 92530",Mission Trail Apartments,Lake Elsinore,92530,,Riverside,67,28,42,430.01,365-030-001,Preliminary Reservation,,,81,80,0,0,9,72,0,0,0,,0,0,0,0,21,0,59,,,"Mission Trail LE, LP (to be formed)",Todd Cottle,414 E. Chapman Avenue,Orange,CA,92866,7142887600,,"Lake Elsinore CCR, LLC","OHDC Lake Elsinore, LLC (to be formed)",,,,"Advanced Property Services, LLC",Barry Cottle,"14211 Yorba Street, Suite 200",Tustin,CA,92780,7142887600,,"$1,053,787",,,,
CA-2017-793,4 %,New Construction,"C&C Development Group, Orange Housing Development Corp",Large Family,"1040 East 6th Street, Corona, CA 92879",East 6th Street Family Apartments,Corona,92879,,Riverside,60,31,42,416.00,"117-320-012, -014, -015, -016, -017, -018, -020, -",Preliminary Reservation,,,85,84,0,23,23,39,0,0,0,,8,0,0,0,1,0,75,,,"East 6th Street, LP (to be formed)",Todd Cottle,414 E. Chapman Avenue,Orange,CA,92866,7142887600,,"C&C East 6th Street, LLC (to be formed)","OHDC East 6th Street, LLC (to be formed)",,,,"Advanced Property Services, LLC",Barry Cottle,"14211 Yorba Street, Suite 200",Tustin,CA,92780,7142887600,,"$953,443",,,,
CA-2017-794,4 %,Acquisition/Rehabilitation,LINC Housing,Non-Targeted,"955 N. Palmetto Avenue, Ontario, CA 91762",Seasons at Ontario,Ontario,91762,,San Bernardino,52,20,35,,1101-141-08-000,Preliminary Reservation,,,80,78,0,61,19,0,0,0,0,,0,0,0,0,8,0,70,,,LINC ONTARIO APARTMENTS LP,Janees Williams,555 E. Ocean Blvd. Suite 900,Long Beach,CA,90802,5626841144,,LINC ONTARIO APARTMENTS LP,,,,,U.S. Residential Group,Ed Quigley,"15771 Rockfield Blvd., Suite 200",Irvine,CA,92618,9495979700,,"$409,489",,,,
CA-2017-795,4 %,Acquisition/Rehabilitation,LINC Housing,Non-Targeted,"625 N Bunker Hill Ave, Los Angeles, CA 90012",Bartlett Hill Manor,Los Angeles,90012,,Los Angeles,51,24,34,6037207101.00,"5407-004-032, 033, 034, 035, 036, 037, 038, 039",Preliminary Reservation,,,65,64,0,8,45,12,0,0,0,,0,0,0,0,21,0,43,,,LINC- Bartlett Apartments LP,Janees Williams,555 E. Ocean Blvd. Suite 900,Long Beach,CA,90802,5626841144,,LINC-Bartlett Apartments LLC,,,,,U.S. Residential Group,Ed Quigley,"15771 Rockfield Blvd., Suite 200",Irvine,CA,92618,9495979700,,"$851,774",,,,
CA-2017-796,4 %,New Construction,Pacific West Communities,Large Family,"1255 Martin Street, Lakeport, CA 95453",Martin Street Apartments,Lakeport,95453,,Lake,4,2,5,4.00,025-431-160 (a portion of),Preliminary Reservation,,,24,23,0,0,12,12,0,0,0,,0,5,6,0,7,0,5,,,"Lakeport Family Associates, a California Limited P",Caleb Roope,"430 E. State Street, Suite 100",Eagle,ID,83616,2084610022,,"TPC Holdings V, LLC",Valley Initiative for Affordable Housing,,,,Buckingham Property Mgmt.,Rosemary Lynch,2170 N. Winery Aveneu,Fresno,CA,93703,5594528250,,"$346,611",,,,
CA-2017-798,4 %,Acquisition/Rehabilitation,Chelsea Investment Corporation,Non-Targeted,"4015 Messina Dr, San Diego, CA 92113",Town & Country,San Diego,92113,,San Diego,80,39,51,33.01,547-370-03; 547-370-04; 547-370-05; 547-370-06; AN,Preliminary Reservation,,,145,143,0,0,79,66,0,0,0,,0,0,0,0,27,0,116,,,HDP Town & Country LP,Emily Jacobs,1100 Broadway Street,San Diego,CA,92101,6192694632,,HDP Town & Country LLC,CIC Town & Country LLC,,,,Hyder Property Management Professionals,Kyle Beach,"1649 Capalina Road, Suite 500",San Marcos,CA,92069,7605919737,,"$1,540,169",,,,
CA-2017-800,4 %,New Construction,Wakeland Housing and Development Corporation,Non-Targeted,"South Grimmer Blvd and Old Warm Springs Blvd, Fremont, CA 94538",Warm Springs Inclusionary,Fremont,94538,,Alameda,17,11,12,4415.03,519-1310-004-01; 519-1310-005-04; 519-1310-003-04,Preliminary Reservation,,,102,101,0,51,47,4,0,0,0,,0,0,0,0,34,0,67,,,Fairfield Warm Springs Affordable LP,Paul Kudirka,"5510 Morehouse Drive, Suite 200",San Diego,CA,92121,8588246406,,FF Warm Springs  Affordable LLC,Wakeland Warm Spring Affordable LLC,,,,FF Properties LP,,"5510 Morehouse Drive, Suite 200",San Diego,CA,92121,,,"$1,960,274",,,,
CA-2017-802,4 %,New Construction,Chinatown Community Development Center,Seniors,"1296 Shotwell Street, San Francisco, CA 94110",1296 Shotwell Senior Housing,San Francisco,94110,,San Francisco,17,11,12,229.01,"Block 6571, Lot 051",Preliminary Reservation,,,94,93,24,69,1,0,0,0,0,,0,0,0,0,93,0,0,,,"1296 Shotwell Housing, LP","Whitney Jones, Director of Housing Development",1525 Grant Ave,San Francisco,CA,94133,4159290757,,CCDC 1296 Shotwell LLC,MEDA 1296 Shotwell LLC,,,,Chinatown Community Development Center,Gordon Leung,1525 Grant Avenue,San Francisco,CA,94133,4159841499,,"$2,174,260",,,,
CA-2017-803,4 %,Acquisition/Rehabilitation,"Step Up On Second Street, Inc.",Special Needs,"1328 Second Street, Santa Monica, CA 90401",Step Up On Second,Santa Monica,90401,,Los Angeles,50,26,33,7019.02,4291-014-007,Preliminary Reservation,,,36,35,35,1,0,0,0,0,0,,0,0,35,0,0,0,0,,,"Step Up On Second Preservation, L.P",Tod Lipka,1328 Second Street,Santa Monica,CA,90401,3103946889,,"Step Up On Second, Inc.",,,,,Step Up On Second,Tod Lipka,1328 Second Street,Santa Monica,CA,90401,3103946889,,"$493,983",,,,
CA-2017-804,4 %,Acquisition/Rehabilitation,"Alliance Property Group, Inc.",Non-Targeted,"1070 Paiute Lane, Susanville, CA 96130",Susanville Gardens Apartments,Susanville,96130,,Lassen,1,1,1,403.04,103-440-02-11,Preliminary Reservation,,,64,53,0,16,48,0,0,0,0,,0,0,0,0,8,0,45,,,Alliance Property Group Inc.,Danielle Curls Bennett,"645 W. Ninth Street, Suite 215",Los Angeles,CA,90015,2139951770,,"Susanville Garden Apartments, LLC",Community Revitalization & Development Corporation,,,,MBS Property Mangement,Lisa Richards,P.O. Box 980338,West Sacramento,CA,95798,9163739400,,"$216,302",,,,
CA-2017-805,4 %,New Construction,For the Future Housing,Non-Targeted,"708 Water Street, Santa Cruz, CA 95060",Water Street Apartments,Santa Cruz,95060,,Santa Cruz,29,17,20,1008.00,"010-031-58,63,73",Preliminary Reservation,,,41,40,0,22,19,0,0,0,0,,0,0,0,0,5,0,35,,,"Water Street Apartments Investors, L.P., a to be f",Jim Rendler,P.O. Box 15602,San Luis Obispo,CA,93406,4088918303,,"FTF Water Street, LLC",Pacific Housing,,,,EAH Housing,Dixie Baus,"2169 E. Francisco Blvd., Suite B",San Rafael,CA,94901,4152958816,,"$676,662",,,,
CA-2017-808,4 %,Acquisition/Rehabilitation,Jamboree Housing Corporation,Large Family,"1211 North Lyman Avenue, Covina, CA 91724",Cienega Gardens Apartments,Covina,91724,,Los Angeles,48,22,32,4038.02,8407-017-010-16-000,Preliminary Reservation,,,180,178,0,72,48,60,0,0,0,,0,0,0,0,65,0,113,,,Cienega Gardens Preservation Limited Partnership,William E. Szymczak,"21515 Hawthorne Blvd., Suite 150",Torrance,CA,90503,3108026670,,JHC-Cienega Gardens LLC,Cienega Gardens Preservation Partners LLC,,,,Preservation Partners Management Group,Meaghan Price,"21515 Hawthorne Blvd., Suite 390",Torrance,CA,90503,3108026670,,"$2,471,108",,,,
CA-2017-809,4 %,New Construction,Pacific West Communities,(select one),"343 23rd Street, Richmond, CA 94804",Twenty One and Twenty Three Nevin,Richmond,94804,,Contra Costa,15,9,11,3750.00,514-090-018 & 514-080-013,Preliminary Reservation,,,271,268,104,90,37,30,10,0,0,,0,0,0,0,81,0,187,,,"Richmond Nevin Associates, a California Limited Pa",Caleb Roope,"430 E. State Street, Suite 100",Eagle,ID,83616,2084610022,,"TPC Holdings VI, LLC",Central Valley Coalition for Affordable Housing,,,,U.S. Residential Group LLC,Ed Quigley,"15771 Rockfield Blvd., Ste. 200",Irvine,CA,92618,9495979700,,"$5,558,965",,,,
CA-2017-812,4 %,New Construction,Satellite Affordable Housing Associates,Non-Targeted,"1233 23rd Ave., Oakland, CA 94606",Camino 23,Oakland,94606,,Alameda,18,9,13,0.00,"020-0106-008-01, 020-0106-007-04, 020-0106-006-02",Preliminary Reservation,,,37,36,0,30,6,1,0,0,0,,9,0,11,0,16,0,0,,,Satellite Affordable Housing Associates,Adam Kuperman,1835 Alcatraz Ave,Berkeley,CA,94703,5108092725,,Satellite AHA Devleopment Inc.,,,,,Satellite Affodable Housing Associates,Angela Cavanaugh,1835 Alcatraz Ave,Berkeley,CA,94701,5106470700,,"$965,603",,,,
CA-2017-813,4 %,New Construction,Highridge Costa Housing Partners and SRO Housing Corporation,Special Needs,"4050 South Figueroa Street, Los Angeles, CA 90017",RISE Apartments,Los Angeles,90017,,Los Angeles,59,30,37,2317.20,5019-026-009,Preliminary Reservation,,,57,56,56,1,0,0,0,0,0,,42,0,0,0,14,0,0,,,"RISE Housing, LP",Mohannad H. Mohanna,330 W. Victoria Street,Gardena,,,4242582906,,Single Room Occupancy Housing Corporation,Highridge Costa Development Company,,,,Single Room Occupancy Housing Corporation,Steven Van Zile,1055 W. 7th Street,Los Angeles,CA,90017,2132299640,,"$917,604",,,,
CA-2017-815,4 %,New Construction,"St. Anton Multifamily, Inc.",Non-Targeted,"125 E. Bidwell Street, Folsom, CA 95630",Bidwell Pointe,Folsom,95630,,Sacramento,6,1,7,84.03,071-0190-094-0000,Preliminary Reservation,,,140,100,0,74,58,8,0,0,0,,0,0,0,0,14,0,86,,,"St. Anton Folsom, LP",Sahar Soltani,"1801 I Street, Suite 200",Sacramento,CA,95811,9164002074,,"St. Anton Folsom, LLC","PacH Anton South Holdings, LLC",,,,"St. Anton Multifamily, Inc",Andrew Worley,"1801 I St., Suite 200",Sacramento,CA,95811,9164713003,,"$869,231",,,,
CA-2017-816,4 %,New Construction,DFA Development and Riverside Charitable Corporation,Seniors,"510 Cottage Avenue, Manteca, CA 95336",Cottage Village Senior Apartments,Manteca,95336,,San Joaquin,12,5,11,51.10,208-220-08; 208-220-25; 208-225-32,Preliminary Reservation,,,48,47,0,40,8,0,0,0,0,,5,0,0,0,10,0,32,,,DFA Cottage Village Associates LP,Daniel Fred,119 E Weber Avenue,Stockton,CA,95202,4155954547,,RCC MGP LLC,DFA Cottage Village LLC,,,,DKD Property Management Co,Loretta Myers,"255 W Julian Street, Ste 301",,,,4082977849,,"$392,152",,,,
CA-2017-817,4 %,New Construction,"K2 Market Street Development, LLC",Non-Targeted,"1551 Market Street, Redding, CA 96001",Market Street Apartments,Redding,96001,,Shasta,1,1,1,101.00,101-790-015-000,Preliminary Reservation,,,82,56,2,15,47,18,0,0,0,,0,11,16,0,28,0,1,,,"Downtown Redding Investors, LP",Allen Knott,"1011 Parkview Avenue, Ste. A",Redding,CA,96001,5302440595,,"Downtown Redding Investors, LLC",Community Revitalization and Development Corporati,,,,"MBS Property Management, Inc.",Lisa Richards,"3950 Industrial Blvd., Ste. 100",West Sacramento,CA,95798,9163739400,,"$797,028",,,,
CA-2017-818,4 %,Acquisition/Rehabilitation,"Vintage Housing Development, Inc.",Non-Targeted,"2360 Redwood Road, Napa, CA 94558",Vintage at Napa Senior Apartments,Napa,94558,,Napa,4,2,5,2007.07,,Preliminary Reservation,,,115,113,0,109,6,0,0,0,0,,0,0,0,0,29,0,84,,,"Vintage at Napa 2, LP",Michael K. Gancar,"369 San Miguel Drive, Ste. 135",Newport Beach,CA,92660,9497216775,,"Vintage at Napa 2 Partners, LLC","Hearthstone CA Properties II, LLC",,,,"FPI Management, Inc.",Dennis Treadaway,800 Iron Point Road,Folsom,CA,95630,9163575300,,"$777,134",,,,
CA-2017-821,4 %,New Construction,Chelsea Investment Corporation,Non-Targeted,"160 W. Seaward Avenue, San Diego, CA 92173",San Ysidro Family Apartments,San Diego,92173,,San Diego,80,40,51,100.13,"638-120-16, -17, -18, -19, -20",Preliminary Reservation,,,139,137,0,24,79,36,0,0,0,,0,0,0,0,14,0,123,,,"San Ysidro CIC, LP",Chris Earl,6339 Paseo del Lago,Carlsbad,CA,92011,7607955627,,"Casa Familiar, Inc.","CIC San Ysidro, LLC",,,,"CIC Management, Inc.",Adam Gutteridge,6339 Paseo del Lago,Carlsbad,CA,92011,7604566000,,"$1,439,916",,,,
